Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
1007 Stewart St,Medic Response,04/24/2019 07:04:00 AM,47.616328,-122.333516,POINT (-122.333516 47.616328),F190040771
611 12th Av S,1RED 1 Unit,04/24/2019 07:15:00 AM,47.597409,-122.317227,POINT (-122.317227 47.597409),F190040773
2468 E Helen St,Natural Gas Leak,04/24/2019 07:16:00 AM,47.628169,-122.300768,POINT (-122.300768 47.628169),F190040774
9341 37th Av S,Aid Response,04/24/2019 07:19:00 AM,47.519123,-122.285965,POINT (-122.285965 47.519123),F190040776
1011 S Weller St,Aid Response,04/24/2019 07:29:00 AM,47.597509,-122.319511,POINT (-122.319511 47.597509),F190040783
980 S NEBRASKA ST,Aid Response,01/14/2020 03:05:00 PM,47.549434,-122.317909,POINT (-122.317909 47.549434),F200004867
903 Union St,Aid Response,08/16/2019 12:12:00 AM,47.611557,-122.330191,POINT (-122.330191 47.611557),F190087278
1431 Minor Av,AFA4 - Auto Alarm 2 + 1 + 1,08/16/2019 12:13:00 AM,47.613247,-122.327187,POINT (-122.327187 47.613247),F190087279
1413 3rd Av,Auto Fire Alarm,08/16/2019 03:54:00 AM,47.608878,-122.336996,POINT (-122.336996 47.608878),F190087324
900 University St,Aid Response,06/29/2021 02:22:00 AM,47.61055,-122.329318,POINT (-122.329318 47.61055),F210067384
3208 Rainier Av S,Auto Fire Alarm,07/01/2019 08:00:00 AM,47.574966,-122.295568,POINT (-122.295568 47.574966),F190068852
120 23rd Av E,Aid Response,07/01/2019 08:04:00 AM,47.619336,-122.302539,POINT (-122.302539 47.619336),F190068854
921 Ne Ravenna Blvd,Medic Response,07/01/2019 08:04:00 AM,47.672272,-122.318492,POINT (-122.318492 47.672272),F190068855
2203 Alaskan Way,Investigate Out Of Service,07/15/2022 02:42:00 AM,47.610778,-122.347635,POINT (-122.347635 47.610778),F220082762
751 N 135th St,Aid Response Yellow,12/24/2005 07:30:21 PM,47.726864,-122.348004,POINT (-122.348004 47.726864),F050121328
800 Sw Trenton St,Aid Response,12/24/2005 07:39:08 PM,47.524633,-122.345463,POINT (-122.345463 47.524633),F050121329
827 32nd Av,Automatic Fire Alarm Resd,12/24/2005 07:47:58 PM,47.60958,-122.291499,POINT (-122.291499 47.60958),F050121331
5033 37th Av S,Electrical Problem,12/24/2005 07:49:51 PM,47.556785,-122.286143,POINT (-122.286143 47.556785),F050121332
3002 16th Av S,Medic Response,12/24/2005 08:06:17 PM,47.576846,-122.312062,POINT (-122.312062 47.576846),F050121334
4200 Ne 50th St,Medic Response,12/24/2005 08:08:29 PM,47.66489,-122.282835,POINT (-122.282835 47.66489),F050121335
2815 S Hanford St,Aid Response,12/24/2005 08:09:13 PM,47.574617,-122.296573,POINT (-122.296573 47.574617),F050121336
1420 3rd Av,Aid Response,12/24/2005 08:08:49 PM,47.608949,-122.337061,POINT (-122.337061 47.608949),F050121337
1435 1st Av,Medic Response,12/24/2005 08:09:55 PM,47.608173,-122.33942,POINT (-122.33942 47.608173),F050121338
501 2ND AV,Aid Response,12/24/2005 08:12:34 PM,47.601719,-122.331984,POINT (-122.331984 47.601719),F050121340
2010 E Yesler Way,Aid Response,12/24/2005 08:22:25 PM,47.601674,-122.306219,POINT (-122.306219 47.601674),F050121342
1930 Boren Av,Aid Response,12/24/2005 08:23:03 PM,47.617173,-122.333103,POINT (-122.333103 47.617173),F050121344
6557 4th Av Ne,Water Job Minor,12/24/2005 08:35:44 PM,47.677014,-122.325421,POINT (-122.325421 47.677014),F050121345
811 5th Av,Aid Response,12/24/2005 08:44:34 PM,47.605199,-122.330561,POINT (-122.330561 47.605199),F050121346
527 S Cloverdale St,Aid Response,12/24/2005 08:48:44 PM,47.52648,-122.327843,POINT (-122.327843 47.52648),F050121347
3711 26th Pl W,Trans to AMR,12/24/2005 09:01:26 PM,47.653434,-122.390212,POINT (-122.390212 47.653434),F050121348
7422 LATONA AV NE,Alarm Bell,12/24/2005 09:07:07 PM,47.682429,-122.326429,POINT (-122.326429 47.682429),F050121350
2140 N Northgate Way,Aid Response,12/24/2005 09:19:00 PM,47.708656,-122.3329,POINT (-122.3329 47.708656),F050121351
700 Broadway,Medic Response,12/24/2005 09:25:32 PM,47.608073,-122.320755,POINT (-122.320755 47.608073),F050121352
6759 15th Av Nw,Car Fire,12/24/2005 09:26:36 PM,47.678111,-122.376765,POINT (-122.376765 47.678111),F050121353
11013 2nd Av Ne,Medic Response,12/24/2005 09:30:24 PM,47.708782,-122.327298,POINT (-122.327298 47.708782),F050121355
3813 Ne 91st St,Aid Response,12/24/2005 09:35:12 PM,47.694534,-122.287764,POINT (-122.287764 47.694534),F050121356
2nd Av / Union St,Medic Response,12/24/2005 09:39:30 PM,47.608292,-122.337995,POINT (-122.337995 47.608292),F050121358
10 Highland Dr,Investigate Out Of Service,12/24/2005 09:41:57 PM,47.629573,-122.356534,POINT (-122.356534 47.629573),F050121359
8541 Dayton Av N,Medic Response,12/24/2005 09:52:58 PM,47.691034,-122.352606,POINT (-122.352606 47.691034),F050121360
5901 20th Av Nw,Water Job Minor,12/24/2005 09:56:49 PM,47.671637,-122.382215,POINT (-122.382215 47.671637),F050121361
2nd Av / Columbia St,Aid Response,12/24/2005 10:13:16 PM,47.603733,-122.333825,POINT (-122.333825 47.603733),F050121365
3903 27th Av S,Medic Response,12/24/2005 10:13:33 PM,47.569146,-122.297917,POINT (-122.297917 47.569146),F050121366
Stewart St / Denny Way,Aid Response,12/24/2005 10:18:20 PM,47.618492,-122.330723,POINT (-122.330723 47.618492),F050121367
3906 Wallingford Av N,Automatic Fire Alarm Resd,12/24/2005 10:22:18 PM,47.654384,-122.336274,POINT (-122.336274 47.654384),F050121368
M L King Jr Way S / S Chicago St,Motor Vehicle Accident,12/24/2005 10:21:57 PM,47.532607,-122.280708,POINT (-122.280708 47.532607),F050121369
915 S Washington St,Medic Response,12/24/2005 10:30:06 PM,47.600865,-122.319763,POINT (-122.319763 47.600865),F050121371
2642 50th Av Sw,Aid Response,12/24/2005 10:35:17 PM,47.580445,-122.395324,POINT (-122.395324 47.580445),F050121373
4750 25th Av Ne,Medic Response,04/24/2019 07:19:00 AM,47.663544,-122.300894,POINT (-122.300894 47.663544),F190040777
3800 S Myrtle St,Aid Response Yellow,04/24/2019 08:03:00 AM,47.538881,-122.284744,POINT (-122.284744 47.538881),F190040792
N 43rd St / Wallingford Av N,Aid Response,04/24/2019 08:18:00 AM,47.659152,-122.336208,POINT (-122.336208 47.659152),F190040794
2817 19th Av S,Aid Response,04/24/2019 08:20:00 AM,47.578586,-122.30801,POINT (-122.30801 47.578586),F190040795
325 7th Ave N,Medic Response,11/18/2021 12:50:00 PM,47.621179,-122.343683,POINT (-122.343683 47.621179),F210128054
6507 15th Ave Nw,Trans to AMR,03/17/2020 07:42:00 AM,47.675996,-122.376427,POINT (-122.376427 47.675996),F200027241
2810 Nw 56th St,Fire in Building,11/18/2021 12:51:00 PM,47.669462,-122.393002,POINT (-122.393002 47.669462),F210128055
419 E JOHN ST,Triaged Incident,11/18/2021 12:52:00 PM,47.619619,-122.326322,POINT (-122.326322 47.619619),F210128056
509 3rd Av,Medic Response,12/24/2005 10:42:21 PM,47.602114,-122.330809,POINT (-122.330809 47.602114),F050121374
9828 41st Av Sw,Medic Response,12/24/2005 10:47:56 PM,47.515367,-122.384706,POINT (-122.384706 47.515367),F050121375
2021 1st Av,Aid Response,12/24/2005 10:49:27 PM,47.611225,-122.342877,POINT (-122.342877 47.611225),F050121376
12546 33rd Av Ne,Medic Response,12/24/2005 10:53:02 PM,47.719433,-122.29273,POINT (-122.29273 47.719433),F050121377
8841 Burke Av N,Medic Response,12/24/2005 10:59:35 PM,47.692679,-122.335117,POINT (-122.335117 47.692679),F050121378
5500 15th Av Nw,Aid Response,12/24/2005 11:06:50 PM,47.668667,-122.376214,POINT (-122.376214 47.668667),F050121379
W Barrett St / 32nd Av W,Aid Response,12/24/2005 11:20:10 PM,47.646819,-122.398263,POINT (-122.398263 47.646819),F050121380
8638 10th Av Sw,Medic Response,12/24/2005 11:30:46 PM,47.526129,-122.348018,POINT (-122.348018 47.526129),F050121381
8525 15th Av Nw,Aid Response,12/24/2005 11:39:08 PM,47.69083,-122.376806,POINT (-122.376806 47.69083),F050121384
5971 Rainier Av S,Motor Vehicle Accident,12/24/2005 11:52:07 PM,47.548754,-122.276958,POINT (-122.276958 47.548754),F050121385
6710 Corson Av S,Aid Response,12/24/2005 11:53:44 PM,47.543338,-122.322781,POINT (-122.322781 47.543338),F050121386
3123 W Barrett St,Medic Response,12/24/2005 11:56:51 PM,47.646828,-122.397218,POINT (-122.397218 47.646828),F050121387
1000 Occidental Av S,Aid Response,12/24/2005 11:58:08 PM,47.594035,-122.333269,POINT (-122.333269 47.594035),F050121388
8340 Rainier Av S,Assault w/Weap 7 per Rule,12/25/2005 12:06:32 AM,47.529367,-122.269988,POINT (-122.269988 47.529367),F050121389
1606 26th Av,Automatic Fire Alarm Resd,12/25/2005 12:13:54 AM,47.61536,-122.29878,POINT (-122.29878 47.61536),F050121391
9th Av / Madison St,Motor Vehicle Accident,12/25/2005 12:33:30 AM,47.608409,-122.327361,POINT (-122.327361 47.608409),F050121392
2030 3rd Av,Aid Response,12/25/2005 12:37:36 AM,47.612626,-122.341277,POINT (-122.341277 47.612626),F050121394
600 Sw Kenyon St,Aid Response,12/25/2005 12:43:12 AM,47.531953,-122.342954,POINT (-122.342954 47.531953),F050121395
810 Virginia St,Aid Response,12/25/2005 01:13:54 AM,47.615789,-122.336507,POINT (-122.336507 47.615789),F050121397
8154 Delridge Way Sw,"Medic Response, 7 per Rule",12/25/2005 01:15:33 AM,47.529754,-122.360453,POINT (-122.360453 47.529754),F050121399
4700 Colorado Av S,Auto Fire Alarm,12/25/2005 01:27:32 AM,47.560319,-122.336796,POINT (-122.336796 47.560319),F050121400
M L KING JR WAY S / S HANFORD ST,Aid Response,12/25/2005 01:28:34 AM,47.574554,-122.296755,POINT (-122.296755 47.574554),F050121401
44th Av S / S Frontenac St,Motor Vehicle Accident,12/25/2005 01:30:07 AM,47.539783,-122.278073,POINT (-122.278073 47.539783),F050121402
13008 23rd Pl Ne,Medic Response,12/25/2005 01:36:41 AM,47.72297,-122.30323,POINT (-122.30323 47.72297),F050121404
8343 M L King Jr Way S,Aid Response,12/25/2005 01:42:44 AM,47.528831,-122.280504,POINT (-122.280504 47.528831),F050121407
1431 Minor Av,Auto Fire Alarm,12/25/2005 01:46:52 AM,47.613037,-122.326981,POINT (-122.326981 47.613037),F050121409
5100 40th Av Ne,Medic Response,12/25/2005 01:49:27 AM,47.666139,-122.2848,POINT (-122.2848 47.666139),F050121410
2407 1ST AV,Aid Response,12/25/2005 01:56:33 AM,47.614178,-122.34787,POINT (-122.34787 47.614178),F050121411
Linden Av N / N 143rd St,Aid Response,12/25/2005 02:31:13 AM,47.732314,-122.34778,POINT (-122.34778 47.732314),F050121414
362 Denny Way,Aid Response,12/25/2005 02:32:50 AM,47.618578,-122.349485,POINT (-122.349485 47.618578),F050121415
11223 8th Av Ne,Trans to AMR,12/25/2005 02:37:39 AM,47.710199,-122.320598,POINT (-122.320598 47.710199),F050121416
4831 35th Av Sw,Medic Response,12/25/2005 02:43:32 AM,47.558988,-122.376234,POINT (-122.376234 47.558988),F050121417
6420 California Av Sw,Aid Response,12/25/2005 02:55:20 AM,47.545436,-122.387209,POINT (-122.387209 47.545436),F050121418
5021 Rainier Av S,Aid Response,12/25/2005 02:54:24 AM,47.556917,-122.284545,POINT (-122.284545 47.556917),F050121419
Nb I5 At Spring,Motor Vehicle Accident Freeway,12/25/2005 03:10:30 AM,47.607213,-122.329728,POINT (-122.329728 47.607213),F050121421
10049 College Way N,Aid Response,12/25/2005 03:12:47 AM,47.701756,-122.335022,POINT (-122.335022 47.701756),F050121423
12012 10th Pl Ne,Trans to AMR,12/25/2005 03:14:48 AM,47.716145,-122.317338,POINT (-122.317338 47.716145),F050121424
2100 Ne Whitman Ln,Aid Response,01/21/2022 01:53:00 PM,47.660262,-122.305918,POINT (-122.305918 47.660262),F220009066
415 10th Ave,Aid Response,01/21/2022 01:55:00 PM,47.605346,-122.319413,POINT (-122.319413 47.605346),F220009067
111 Cedar St,Medic Response,01/21/2022 01:55:00 PM,47.615877,-122.35052,POINT (-122.35052 47.615877),F220009068
606 12th Ave S,Medic Response,09/21/2021 04:45:00 PM,47.59745,-122.317227,POINT (-122.317227 47.59745),F210104572
8301 Aurora Ave N,Aid Response,09/21/2021 04:46:00 PM,47.689113,-122.344514,POINT (-122.344514 47.689113),F210104574
Fuhrman Ave E / Eastlake Ave E,Illegal Burn,09/21/2021 04:47:00 PM,47.651578,-122.321275,POINT (-122.321275 47.651578),F210104576
1531 Ne 145th St,Aid Response,10/20/2019 06:45:00 PM,47.733947,-122.312326,POINT (-122.312326 47.733947),F190112152
3924 S Orcas St,Aid Response,09/21/2021 04:47:00 PM,47.551216,-122.283228,POINT (-122.283228 47.551216),F210104575
302 N 125th St,Aid Response,07/05/2020 10:24:00 PM,47.719601,-122.355512,POINT (-122.355512 47.719601),F200065917
3717 Wallingford Ave N,Aid Response,01/14/2020 01:30:00 PM,47.65217,-122.336305,POINT (-122.336305 47.65217),F200004835
7000 Highland Park Way Sw,Aid Response,04/24/2019 08:47:00 AM,47.539639,-122.34545,POINT (-122.34545 47.539639),F190040798
Beacon Av S / S Holden St,MVI - Motor Vehicle Incident,04/24/2019 08:49:00 AM,47.533746,-122.289225,POINT (-122.289225 47.533746),F190040799
4217 Sw Oregon St,Aid Response,04/24/2019 09:11:00 AM,47.562881,-122.385671,POINT (-122.385671 47.562881),F190040803
4700 Phinney Av N,Aid Response,04/24/2019 09:19:00 AM,47.66288,-122.353974,POINT (-122.353974 47.66288),F190040804
7312 West Green Lake Dr N,Aid Response,04/24/2019 09:20:00 AM,47.682186,-122.34155,POINT (-122.34155 47.682186),F190040805
Warren Av N / Nickerson St,Medic Response,04/24/2019 09:29:00 AM,47.64831,-122.354493,POINT (-122.354493 47.64831),F190040807
2408 2nd Av,Aid Response,04/24/2019 09:33:00 AM,47.614848,-122.347021,POINT (-122.347021 47.614848),F190040809
1000 2nd Av,Medic Response,04/24/2019 09:50:00 AM,47.605159,-122.335129,POINT (-122.335129 47.605159),F190040811
600 Broadway,Medic Response,04/24/2019 09:52:00 AM,47.607218,-122.320752,POINT (-122.320752 47.607218),F190040812
1200 University St,Medic Response,04/24/2019 09:55:00 AM,47.611943,-122.325987,POINT (-122.325987 47.611943),F190040816
Aurora Av N / N 100th St,Aid Response,04/24/2019 10:04:00 AM,47.70143,-122.344651,POINT (-122.344651 47.70143),F190040817
1920 4th Av,Aid Response,04/24/2019 10:08:00 AM,47.612443,-122.338984,POINT (-122.338984 47.612443),F190040820
Linden Av N / N 130th St,MVI - Motor Vehicle Incident,04/24/2019 10:15:00 AM,47.723218,-122.348195,POINT (-122.348195 47.723218),F190040821
720 8th Av S,Medic Response,04/24/2019 10:19:00 AM,47.596499,-122.322456,POINT (-122.322456 47.596499),F190040823
2329 N 63rd St,Trans to AMR,04/24/2019 10:24:00 AM,47.674425,-122.330476,POINT (-122.330476 47.674425),F190040826
900 Madison St,Aid Response,04/24/2019 10:46:00 AM,47.608409,-122.327361,POINT (-122.327361 47.608409),F190040830
900 Madison St,Medic Response,04/24/2019 10:46:00 AM,47.608409,-122.327361,POINT (-122.327361 47.608409),F190040831
3400 California Av Sw,Medic Response,04/24/2019 10:49:00 AM,47.573182,-122.386763,POINT (-122.386763 47.573182),F190040833
Terry Av / Madison St,Medic Response,04/24/2019 11:03:00 AM,47.608873,-122.32625,POINT (-122.32625 47.608873),F190040836
3rd Ave / Marion St,Triaged Incident,01/14/2020 04:19:00 PM,47.604911,-122.333366,POINT (-122.333366 47.604911),F200004888
1010 Spring St,Trans to AMR,08/15/2019 08:18:00 PM,47.609634,-122.326789,POINT (-122.326789 47.609634),F190087216
10049 College Way N,Aid Response,10/20/2021 02:17:00 PM,47.701742,-122.335029,POINT (-122.335029 47.701742),F210116128
900 University St,Aid Response,05/20/2020 08:04:00 PM,47.61055,-122.329318,POINT (-122.329318 47.61055),F200048103
4750 15th Ave Ne,Medic Response,10/20/2021 02:18:00 PM,47.663381,-122.311961,POINT (-122.311961 47.663381),F210116129
35th Ave Ne / Ne 137th St,Aid Response,10/20/2021 02:18:00 PM,47.728284,-122.290954,POINT (-122.290954 47.728284),F210116130
900 University St,Aid Response,12/25/2005 03:40:10 AM,47.61055,-122.329318,POINT (-122.329318 47.61055),F050121425
9061 Seward Park Av S,Medic Response,12/25/2005 03:47:16 AM,47.521595,-122.264225,POINT (-122.264225 47.521595),F050121426
22ND AV SW / SW HENDERSON ST,Water Job Major,12/25/2005 03:53:03 AM,47.522858,-122.361841,POINT (-122.361841 47.522858),F050121427
1207 S Jackson St,Auto Fire Alarm,12/25/2005 04:09:41 AM,47.59919,-122.317114,POINT (-122.317114 47.59919),F050121429
1712 Summit Av,Aid Response,12/25/2005 04:12:39 AM,47.616499,-122.325545,POINT (-122.325545 47.616499),F050121430
8625 10th Av S,Aid Response,12/25/2005 04:26:05 AM,47.52624,-122.320288,POINT (-122.320288 47.52624),F050121432
9752 Woodlawn Av N,Aid Response Yellow,12/25/2005 04:48:55 AM,47.699987,-122.338759,POINT (-122.338759 47.699987),F050121433
5900 49th Av Sw,Medic Response,12/25/2005 05:01:25 AM,47.550291,-122.395098,POINT (-122.395098 47.550291),F050121434
915 Queen Anne Av N,Medic Response,12/25/2005 05:19:42 AM,47.62763,-122.356686,POINT (-122.356686 47.62763),F050121435
4002 46th Av Sw,Aid Response,12/25/2005 05:35:56 AM,47.568407,-122.390779,POINT (-122.390779 47.568407),F050121436
1518 W Dravus St,Aid Response,12/25/2005 05:44:03 AM,47.648473,-122.376818,POINT (-122.376818 47.648473),F050121437
11039 40th Av Ne,Water Job Minor,12/25/2005 06:11:41 AM,47.708542,-122.285394,POINT (-122.285394 47.708542),F050121438
3018 Western Av,Auto Fire Alarm,12/25/2005 06:17:27 AM,47.617167,-122.354916,POINT (-122.354916 47.617167),F050121439
4632 44th Av S,Aid Response,12/25/2005 06:43:09 AM,47.561091,-122.278234,POINT (-122.278234 47.561091),F050121442
104 Thomas St,Auto Fire Alarm,12/25/2005 06:43:07 AM,47.620936,-122.355325,POINT (-122.355325 47.620936),F050121443
1019 Ne Pacific St,Auto Fire Alarm,12/25/2005 06:52:40 AM,47.653671,-122.317321,POINT (-122.317321 47.653671),F050121444
2308 S Spokane St,Wires Down,12/25/2005 07:03:05 AM,47.571923,-122.303277,POINT (-122.303277 47.571923),F050121446
8741 Seward Park Av S,Medic Response,12/25/2005 07:03:28 AM,47.524454,-122.264633,POINT (-122.264633 47.524454),F050121447
S Dakota St / 15th Av S,Wires Down,12/25/2005 07:11:29 AM,47.567243,-122.313462,POINT (-122.313462 47.567243),F050121448
34th Av S / S Frink Pl,Wires Down,12/25/2005 07:13:06 AM,47.59912,-122.288932,POINT (-122.288932 47.59912),F050121449
2801 Western Av,Medic Response,12/25/2005 07:18:33 AM,47.615689,-122.352409,POINT (-122.352409 47.615689),F050121450
3831 25th Av W,Investigate Out Of Service,12/25/2005 07:33:06 AM,47.65459,-122.388723,POINT (-122.388723 47.65459),F050121452
4611 35th Av Sw,Aid Response,12/25/2005 07:34:19 AM,47.561926,-122.376204,POINT (-122.376204 47.561926),F050121453
811 Maynard Av S,Medic Response,12/25/2005 07:40:25 AM,47.595741,-122.325068,POINT (-122.325068 47.595741),F050121455
10739 66th Av S,Aid Response,12/25/2005 07:40:18 AM,47.504283,-122.250861,POINT (-122.250861 47.504283),F050121456
3000 Western Av,Auto Fire Alarm,12/25/2005 07:46:52 AM,47.617034,-122.35469,POINT (-122.35469 47.617034),F050121458
1611 E Roy St,Investigate Out Of Service,12/25/2005 07:59:05 AM,47.625253,-122.311161,POINT (-122.311161 47.625253),F050121460
Perkins Ln W / W Ruffner St,Wires Down,12/25/2005 07:59:50 AM,47.651897,-122.416796,POINT (-122.416796 47.651897),F050121461
2901 Ne Blakeley St,Medic Response,12/25/2005 08:06:36 AM,47.665917,-122.296748,POINT (-122.296748 47.665917),F050121462
N 63rd St / Corliss Av N,Aid Response,12/25/2005 08:24:45 AM,47.674429,-122.33087,POINT (-122.33087 47.674429),F050121465
3200 Fremont Av N,Motor Vehicle Accident,12/25/2005 08:31:09 AM,47.648056,-122.349743,POINT (-122.349743 47.648056),F050121467
3200 Fremont Av N,Motor Vehicle Accident,12/25/2005 08:35:42 AM,47.648056,-122.349743,POINT (-122.349743 47.648056),F050121469
3200 Fremont Av N,Motor Vehicle Accident,12/25/2005 08:35:42 AM,47.648056,-122.349743,POINT (-122.349743 47.648056),F050121470
94 Bay St,Aid Response,12/25/2020 03:55:00 PM,47.618412,-122.355206,POINT (-122.355206 47.618412),F200125943
9203 21st Ave Sw,Water Job Minor,12/25/2020 03:59:00 PM,47.521001,-122.360508,POINT (-122.360508 47.521001),F200125944
N 91st St / Linden Ave N,MVI - Motor Vehicle Incident,12/23/2021 07:27:00 PM,47.694918,-122.347269,POINT (-122.347269 47.694918),F210142004
722 E Pike St,Aid Response,02/09/2021 01:42:00 AM,47.614053,-122.323105,POINT (-122.323105 47.614053),F210012896
401 5th Ave S,Medic Response- 6 per Rule,02/19/2022 04:25:00 PM,47.599186,-122.327667,POINT (-122.327667 47.599186),F220021112
8027 17th Av Nw,Medic Response,08/15/2019 09:55:00 PM,47.687026,-122.378943,POINT (-122.378943 47.687026),F190087244
Rainier Av S / S Hanford St,Medic Response- 6 per Rule,08/15/2019 09:56:00 PM,47.574966,-122.295568,POINT (-122.295568 47.574966),F190087246
